date,pip_new,pip_total,bioconda_total,bioconda_new,biocontainers_quay_new,biocontainers_quay_total,prs_new,contributors_pr,contributors_new,prs_total,contributors_total,modules_new,modules_total,biocontainers_aws_total,dockerhub_total,clones_total
2022-01-04,272,222843,,,,,0,0,0,539,190,0,117,,,
2022-01-05,239,223082,,,,,1,1,0,540,190,0,117,,,
2022-01-06,299,223381,,,,,0,0,0,540,190,0,117,,,
2022-01-07,243,223624,,,,,0,0,0,540,190,0,117,,,
2022-01-08,72,223696,,,,,0,0,0,540,190,0,117,,,
2022-01-09,117,223813,,,,,0,0,0,540,190,0,117,,,
2022-01-10,212,224025,,,,,0,0,0,540,190,0,117,,,
2022-01-11,266,224291,,,,,0,0,0,540,190,0,117,,,
2022-01-12,363,224654,,,,,0,0,0,540,190,0,117,,,
2022-01-13,206,224860,,,,,0,0,0,540,190,0,117,,,
2022-01-14,277,225137,,,,,0,0,0,540,190,0,117,,,
2022-01-15,73,225210,,,,,0,0,0,540,190,0,117,,,
2022-01-16,53,225263,,,,,0,0,0,540,190,0,117,,,
2022-01-17,187,225450,,,,,0,0,0,540,190,0,117,,,
2022-01-18,188,225638,,,,,0,0,0,540,190,0,117,,,
2022-01-19,221,225859,,,,,0,0,0,540,190,0,117,,,
2022-01-20,264,226123,,,,,1,1,1,541,191,0,117,,,
2022-01-21,133,226256,,,,,0,0,0,541,191,0,117,,,
2022-01-22,97,226353,,,,,0,0,0,541,191,0,117,,,
2022-01-23,65,226418,,,,,0,0,0,541,191,0,117,,,
2022-01-24,257,226675,,,,,0,0,0,541,191,0,117,,,
2022-01-25,174,226849,,,,,0,0,0,541,191,0,117,,,
2022-01-26,279,227128,,,,,0,0,0,541,191,0,117,,,
2022-01-27,126,227254,,,,,0,0,0,541,191,0,117,,,
2022-01-28,263,227517,,,,,0,0,0,541,191,0,117,,,
2022-01-29,281,227798,,,,,0,0,0,541,191,0,117,,,
2022-01-30,113,227911,,,,,0,0,0,541,191,0,117,,,
2022-01-31,245,228156,,,,,0,0,0,541,191,0,117,,,
2022-02-01,167,228323,,,,,1,1,0,542,191,0,117,,,
2022-02-02,418,228741,,,,,0,0,0,542,191,1,118,,,
2022-02-03,288,229029,,,,,0,0,0,542,191,0,118,,,
2022-02-04,379,229408,,,,,1,1,0,543,191,0,118,,,
2022-02-05,148,229556,,,,,0,0,0,543,191,0,118,,,
2022-02-06,194,229750,,,,,0,0,0,543,191,0,118,,,
2022-02-07,236,229986,,,,,0,0,0,543,191,0,118,,,
2022-02-08,334,230320,,,,,0,0,0,543,191,0,118,,,
2022-02-09,289,230609,,,,,0,0,0,543,191,0,118,,,
2022-02-10,302,230911,,,,,0,0,0,543,191,0,118,,,
2022-02-11,163,231074,,,,,1,1,0,544,191,0,118,,,
2022-02-12,69,231143,,,,,1,1,0,545,191,0,118,,,
2022-02-13,81,231224,,,,,0,0,0,545,191,0,118,,,
2022-02-14,476,231700,,,,,0,0,0,545,191,0,118,,,
2022-02-15,212,231912,,,,,1,1,1,546,192,0,118,,,
2022-02-16,560,232472,,,,,0,0,0,546,192,0,118,,,
2022-02-17,371,232843,,,,,1,1,0,547,192,0,118,,,
2022-02-18,1008,233851,,,,,0,0,0,547,192,0,118,,,
2022-02-19,50,233901,,,,,0,0,0,547,192,0,118,,,
2022-02-20,75,233976,,,,,0,0,0,547,192,0,118,,,
2022-02-21,250,234226,,,,,0,0,0,547,192,0,118,,,
2022-02-22,426,234652,,,,,0,0,0,547,192,0,118,,,
2022-02-23,269,234921,,,,,2,2,1,549,193,0,118,,,
2022-02-24,210,235131,,,,,0,0,0,549,193,0,118,,,
2022-02-25,117,235248,,,,,1,1,1,550,194,0,118,,,
2022-02-26,140,235388,,,,,0,0,0,550,194,0,118,,,
2022-02-27,88,235476,,,,,0,0,0,550,194,0,118,,,
2022-02-28,218,235694,,,,,0,0,0,550,194,0,118,,,
2022-03-01,228,235922,,,,,1,1,1,551,195,0,118,,,
2022-03-02,176,236098,,,,,0,0,0,551,195,0,118,,,
2022-03-03,250,236348,,,,,0,0,0,551,195,0,118,,,
2022-03-04,377,236725,,,,,0,0,0,551,195,0,118,,,
2022-03-05,325,237050,,,,,0,0,0,551,195,0,118,,,
2022-03-06,208,237258,,,,,0,0,0,551,195,0,118,,,
2022-03-07,228,237486,,,,,0,0,0,551,195,0,118,,,
2022-03-08,226,237712,,,,,0,0,0,551,195,0,118,,,
2022-03-09,347,238059,,,,,0,0,0,551,195,0,118,,,
2022-03-10,271,238330,,,,,1,1,0,552,195,0,118,,,
2022-03-11,332,238662,,,,,0,0,0,552,195,0,118,,,
2022-03-12,105,238767,,,,,0,0,0,552,195,0,118,,,
2022-03-13,156,238923,,,,,0,0,0,552,195,0,118,,,
2022-03-14,292,239215,,,,,0,0,0,552,195,0,118,,,
2022-03-15,293,239508,,,,,1,1,1,553,196,0,118,,,
2022-03-16,421,239929,,,,,0,0,0,553,196,0,118,,,
2022-03-17,325,240254,,,,,0,0,0,553,196,0,118,,,
2022-03-18,305,240559,,,,,0,0,0,553,196,0,118,,,
2022-03-19,56,240615,,,,,0,0,0,553,196,0,118,,,
2022-03-20,50,240665,,,,,0,0,0,553,196,0,118,,,
2022-03-21,312,240977,,,,,1,1,0,554,196,0,118,,,
2022-03-22,557,241534,,,,,0,0,0,554,196,0,118,,,
2022-03-23,790,242324,,,,,0,0,0,554,196,0,118,,,
2022-03-24,721,243045,,,,,0,0,0,554,196,0,118,,,
2022-03-25,406,243451,,,,,0,0,0,554,196,0,118,,,
2022-03-26,159,243610,,,,,0,0,0,554,196,0,118,,,
2022-03-27,101,243711,,,,,0,0,0,554,196,0,118,,,
2022-03-28,315,244026,,,,,0,0,0,554,196,0,118,,,
2022-03-29,213,244239,,,,,0,0,0,554,196,0,118,,,
2022-03-30,300,244539,,,,,1,1,0,555,196,0,118,,,
2022-03-31,304,244843,,,,,1,1,0,556,196,0,118,,,
2022-04-01,896,245739,,,,,1,1,0,557,196,0,118,,,
2022-04-02,77,245816,,,,,0,0,0,557,196,0,118,,,
2022-04-03,105,245921,,,,,0,0,0,557,196,0,118,,,
2022-04-04,295,246216,,,,,1,1,1,558,197,0,118,,,
2022-04-05,341,246557,,,,,0,0,0,558,197,0,118,,,
2022-04-06,421,246978,,,,,0,0,0,558,197,0,118,,,
2022-04-07,360,247338,,,,,0,0,0,558,197,0,118,,,
2022-04-08,367,247705,,,,,1,1,0,559,197,0,118,,,
2022-04-09,111,247816,,,,,1,1,0,560,197,0,118,,,
2022-04-10,85,247901,,,,,1,1,0,561,197,0,118,,,
2022-04-11,234,248135,,,,,0,0,0,561,197,0,118,,,
2022-04-12,316,248451,,,,,0,0,0,561,197,0,118,,,
2022-04-13,186,248637,,,,,0,0,0,561,197,0,118,,,
2022-04-14,160,248797,,,,,0,0,0,561,197,0,118,,,
2022-04-15,179,248976,,,,,1,1,0,562,197,0,118,,,
2022-04-16,84,249060,,,,,1,1,0,563,197,0,118,,,
2022-04-17,36,249096,,,,,0,0,0,563,197,0,118,,,
2022-04-18,199,249295,,,,,0,0,0,563,197,0,118,,,
2022-04-19,239,249534,,,,,0,0,0,563,197,0,118,,,
2022-04-20,252,249786,,,,,0,0,0,563,197,0,118,,,
2022-04-21,281,250067,,,,,0,0,0,563,197,0,118,,,
2022-04-22,305,250372,,,,,0,0,0,563,197,0,118,,,
2022-04-23,27,250399,,,,,0,0,0,563,197,0,118,,,
2022-04-24,105,250504,,,,,0,0,0,563,197,0,118,,,
2022-04-25,378,250882,,,,,0,0,0,563,197,0,118,,,
2022-04-26,417,251299,,,,,0,0,0,563,197,0,118,,,
2022-04-27,488,251787,,,,,0,0,0,563,197,0,118,,,
2022-04-28,781,252568,,,,,0,0,0,563,197,0,118,,,
2022-04-29,349,252917,,,,,0,0,0,563,197,0,118,,,
2022-04-30,52,252969,,,,,0,0,0,563,197,0,118,,,
2022-05-01,29,252998,,,,,0,0,0,563,197,0,118,,,
2022-05-02,170,253168,,,,,0,0,0,563,197,0,118,,,
2022-05-03,261,253429,,,,,0,0,0,563,197,0,118,,,
2022-05-04,233,253662,,,,,0,0,0,563,197,0,118,,,
2022-05-05,322,253984,,,,,0,0,0,563,197,0,118,,,
2022-05-06,256,254240,,,,,0,0,0,563,197,0,118,,,
2022-05-07,176,254416,,,,,1,1,0,564,197,0,118,,,
2022-05-08,88,254504,,,,,0,0,0,564,197,0,118,,,
2022-05-09,222,254726,,,,,0,0,0,564,197,0,118,,,
2022-05-10,169,254895,,,,,0,0,0,564,197,0,118,,,
2022-05-11,171,255066,,,,,0,0,0,564,197,0,118,,,
2022-05-12,241,255307,,,,,0,0,0,564,197,0,118,,,
2022-05-13,488,255795,,,,,0,0,0,564,197,0,118,,,
2022-05-14,736,256531,,,,,0,0,0,564,197,0,118,,,
2022-05-15,703,257234,,,,,0,0,0,564,197,0,118,,,
2022-05-16,2143,259377,,,,,0,0,0,564,197,0,118,,,
2022-05-17,4305,263682,,,,,0,0,0,564,197,0,118,,,
2022-05-18,3804,267486,,,,,0,0,0,564,197,0,118,,,
2022-05-19,3178,270664,,,,,0,0,0,564,197,0,118,,,
2022-05-20,3126,273790,,,,,1,1,1,565,198,1,119,,,
2022-05-21,2023,275813,,,,,0,0,0,565,198,0,119,,,
2022-05-22,3981,279794,,,,,0,0,0,565,198,0,119,,,
2022-05-23,5101,284895,,,,,1,1,1,566,199,0,119,,,
2022-05-24,5011,289906,,,,,0,0,0,566,199,0,119,,,
2022-05-25,4500,294406,,,,,0,0,0,566,199,0,119,,,
2022-05-26,4384,298790,,,,,0,0,0,566,199,0,119,,,
2022-05-27,3339,302129,,,,,0,0,0,566,199,0,119,,,
2022-05-28,4103,306232,,,,,0,0,0,566,199,0,119,,,
2022-05-29,3271,309503,,,,,0,0,0,566,199,0,119,,,
2022-05-30,3183,312686,,,,,1,1,0,567,199,0,119,,,
2022-05-31,1219,313905,,,,,0,0,0,567,199,0,119,,,
2022-06-01,427,314332,,,,,0,0,0,567,199,0,119,,,
2022-06-02,911,315243,,,,,0,0,0,567,199,0,119,,,
2022-06-03,4704,319947,,,,,0,0,0,567,199,0,119,,,
2022-06-04,1051,320998,,,,,0,0,0,567,199,0,119,,,
2022-06-05,81,321079,,,,,1,1,0,568,199,0,119,,,
2022-06-06,325,321404,,,,,0,0,0,568,199,0,119,,,
2022-06-07,1626,323030,,,,,2,2,0,570,199,0,119,,,
2022-06-08,5386,328416,,,,,0,0,0,570,199,0,119,,,
2022-06-09,5366,333782,,,,,0,0,0,570,199,0,119,,,
2022-06-10,4325,338107,,,,,0,0,0,570,199,0,119,,,
2022-06-11,3871,341978,,,,,0,0,0,570,199,0,119,,,
2022-06-12,2117,344095,,,,,0,0,0,570,199,0,119,,,
2022-06-13,3403,347498,,,,,2,1,1,572,200,0,119,,,
2022-06-14,4935,352433,,,,,0,0,0,572,200,0,119,,,
2022-06-15,4761,357194,,,,,0,0,0,572,200,0,119,,,
2022-06-16,5552,362746,,,,,1,1,1,573,201,0,119,,,
2022-06-17,4269,367015,,,,,0,0,0,573,201,0,119,,,
2022-06-18,6954,373969,,,,,0,0,0,573,201,0,119,,,
2022-06-19,5600,379569,,,,,0,0,0,573,201,0,119,,,
2022-06-20,4680,384249,,,,,1,1,1,574,202,0,119,,,
2022-06-21,6569,390818,,,,,0,0,0,574,202,0,119,,,
2022-06-22,5823,396641,,,,,0,0,0,574,202,0,119,,,
2022-06-23,6764,403405,,,,,2,2,1,576,203,0,119,,,
2022-06-24,3916,407321,,,,,0,0,0,576,203,0,119,,,
2022-06-25,7108,414429,,,,,0,0,0,576,203,0,119,,,
2022-06-26,1804,416233,,,,,0,0,0,576,203,0,119,,,
2022-06-27,4474,420707,,,,,1,1,0,577,203,0,119,,,
2022-06-28,4611,425318,,,,,0,0,0,577,203,0,119,,,
2022-06-29,1917,427235,,,,,0,0,0,577,203,0,119,,,
2022-06-30,2999,430234,,,,,0,0,0,577,203,0,119,,,
2022-07-01,1713,431947,,,,,1,1,1,578,204,0,119,,,
2022-07-02,130,432077,,,,,0,0,0,578,204,0,119,,,
2022-07-03,107,432184,,,,,0,0,0,578,204,0,119,,,
2022-07-04,242,432426,,,,,0,0,0,578,204,0,119,,,
2022-07-05,1581,434007,,,,,0,0,0,578,204,0,119,,,
2022-07-06,4788,438795,,,,,1,1,0,579,204,0,119,,,
2022-07-07,2458,441253,,,,,0,0,0,579,204,0,119,,,
2022-07-08,1364,442617,,,,,0,0,0,579,204,0,119,,,
2022-07-09,1363,443980,,,,,0,0,0,579,204,0,119,,,
2022-07-10,2214,446194,,,,,0,0,0,579,204,0,119,,,
2022-07-11,2046,448240,,,,,0,0,0,579,204,0,119,,,
2022-07-12,1896,450136,,,,,1,1,0,580,204,0,119,,,
2022-07-13,2176,452312,,,,,0,0,0,580,204,0,119,,,
2022-07-14,2609,454921,,,,,0,0,0,580,204,0,119,,,
2022-07-15,2906,457827,,,,,0,0,0,580,204,0,119,,,
2022-07-16,1226,459053,,,,,1,1,1,581,205,0,119,,,
2022-07-17,120,459173,,,,,0,0,0,581,205,0,119,,,
2022-07-18,297,459470,,,,,0,0,0,581,205,0,119,,,
2022-07-19,335,459805,,,,,1,1,0,582,205,1,120,,,
2022-07-20,465,460270,,,,,2,2,1,584,206,1,121,,,
2022-07-21,505,460775,,,,,0,0,0,584,206,0,121,,,
2022-07-22,351,461126,,,,,0,0,0,584,206,0,121,,,
2022-07-23,398,461524,,,,,0,0,0,584,206,0,121,,,
2022-07-24,649,462173,,,,,0,0,0,584,206,0,121,,,
2022-07-25,536,462709,,,,,0,0,0,584,206,0,121,,,
2022-07-26,641,463350,,,,,2,2,2,586,208,1,122,,,
2022-07-27,1239,464589,,,,,0,0,0,586,208,0,122,,,
2022-07-28,748,465337,,,,,0,0,0,586,208,0,122,,,
2022-07-29,2483,467820,,,,,0,0,0,586,208,0,122,,,
2022-07-30,1675,469495,,,,,0,0,0,586,208,0,122,,,
2022-07-31,616,470111,,,,,0,0,0,586,208,0,122,,,
2022-08-01,1544,471655,,,,,1,1,1,587,209,0,122,,,
2022-08-02,3748,475403,,,,,0,0,0,587,209,0,122,,,
2022-08-03,2675,478078,,,,,0,0,0,587,209,0,122,,,
2022-08-04,2592,480670,,,,,0,0,0,587,209,0,122,,,
2022-08-05,3781,484451,,,,,0,0,0,587,209,0,122,,,
2022-08-06,4455,488906,,,,,0,0,0,587,209,0,122,,,
2022-08-07,3577,492483,,,,,0,0,0,587,209,0,122,,,
2022-08-08,1569,494052,,,,,0,0,0,587,209,0,122,,,
2022-08-09,4559,498611,,,,,2,2,1,589,210,1,123,,,
2022-08-10,2907,501518,,,,,1,1,0,590,210,1,124,,,
2022-08-11,2830,504348,,,,,1,1,0,591,210,0,124,,,
2022-08-12,4164,508512,,,,,0,0,0,591,210,0,124,,,
2022-08-13,2758,511270,,,,,0,0,0,591,210,0,124,,,
2022-08-14,3743,515013,,,,,2,1,0,593,210,0,124,,,
2022-08-15,1508,516521,,,,,0,0,0,593,210,0,124,,,
2022-08-16,4340,520861,,,,,0,0,0,593,210,0,124,,,
2022-08-17,2964,523825,,,,,1,1,0,594,210,1,125,,,
2022-08-18,2841,526666,,,,,0,0,0,594,210,0,125,,,
2022-08-19,2197,528863,,,,,0,0,0,594,210,0,125,,,
2022-08-20,918,529781,,,,,0,0,0,594,210,0,125,,,
2022-08-21,2842,532623,,,,,0,0,0,594,210,0,125,,,
2022-08-22,2980,535603,,,,,0,0,0,594,210,0,125,,,
2022-08-23,1820,537423,,,,,0,0,0,594,210,0,125,,,
2022-08-24,3543,540966,,,,,0,0,0,594,210,0,125,,,
2022-08-25,4373,545339,,,,,0,0,0,594,210,0,125,,,
2022-08-26,1032,546371,,,,,0,0,0,594,210,0,125,,,
2022-08-27,113,546484,,,,,0,0,0,594,210,0,125,,,
2022-08-28,197,546681,,,,,0,0,0,594,210,0,125,,,
2022-08-29,422,547103,,,,,0,0,0,594,210,0,125,,,
2022-08-30,704,547807,,,,,1,1,0,595,210,0,125,,,
2022-08-31,364,548171,,,,,0,0,0,595,210,0,125,,,
2022-09-01,450,548621,,,,,1,1,1,596,211,0,125,,,
2022-09-02,274,548895,,,,,0,0,0,596,211,0,125,,,
2022-09-03,74,548969,,,,,0,0,0,596,211,0,125,,,
2022-09-04,170,549139,,,,,0,0,0,596,211,0,125,,,
2022-09-05,241,549380,,,,,0,0,0,596,211,0,125,,,
2022-09-06,384,549764,,,,,0,0,0,596,211,0,125,,,
2022-09-07,364,550128,,,,,0,0,0,596,211,0,125,,,
2022-09-08,411,550539,,,,,1,1,0,597,211,0,125,,,
2022-09-09,514,551053,,,,,3,1,0,600,211,0,125,,,
2022-09-10,220,551273,,,,,1,1,0,601,211,0,125,,,
2022-09-11,383,551656,,,,,0,0,0,601,211,0,125,,,
2022-09-12,424,552080,,,,,0,0,0,601,211,0,125,,,
2022-09-13,566,552646,,,,,0,0,0,601,211,0,125,,,
2022-09-14,352,552998,,,,,0,0,0,601,211,0,125,,,
2022-09-15,2067,555065,,,,,0,0,0,601,211,0,125,,,
2022-09-16,338,555403,,,,,0,0,0,601,211,1,126,,,
2022-09-17,72,555475,,,,,0,0,0,601,211,0,126,,,
2022-09-18,228,555703,,,,,0,0,0,601,211,0,126,,,
2022-09-19,534,556237,,,,,0,0,0,601,211,0,126,,,
2022-09-20,644,556881,,,,,0,0,0,601,211,1,127,,,
2022-09-21,414,557295,,,,,1,1,1,602,212,0,127,,,
2022-09-22,519,557814,,,,,0,0,0,602,212,0,127,,,
2022-09-23,756,558570,,,,,0,0,0,602,212,0,127,,,
2022-09-24,119,558689,,,,,0,0,0,602,212,0,127,,,
2022-09-25,302,558991,,,,,0,0,0,602,212,0,127,,,
2022-09-26,686,559677,,,,,0,0,0,602,212,0,127,,,
2022-09-27,330,560007,,,,,1,1,0,603,212,0,127,,,
2022-09-28,270,560277,,,,,0,0,0,603,212,0,127,,,
2022-09-29,516,560793,,,,,0,0,0,603,212,0,127,,,
2022-09-30,233,561026,,,,,0,0,0,603,212,0,127,,,
2022-10-01,79,561105,,,,,0,0,0,603,212,0,127,,,
2022-10-02,225,561330,,,,,0,0,0,603,212,0,127,,,
2022-10-03,368,561698,,,,,0,0,0,603,212,0,127,,,
2022-10-04,583,562281,,,,,0,0,0,603,212,0,127,,,
2022-10-05,208,562489,,,,,0,0,0,603,212,0,127,,,
2022-10-06,288,562777,,,,,0,0,0,603,212,0,127,,,
2022-10-07,299,563076,,,,,0,0,0,603,212,0,127,,,
2022-10-08,82,563158,,,,,0,0,0,603,212,0,127,,,
2022-10-09,138,563296,,,,,0,0,0,603,212,0,127,,,
2022-10-10,1097,564393,,,,,1,1,1,604,213,0,127,,,
2022-10-11,523,564916,,,,,0,0,0,604,213,0,127,,,
2022-10-12,549,565465,,,,,0,0,0,604,213,0,127,,,
2022-10-13,1057,566522,,,,,1,1,0,605,213,0,127,,,
2022-10-14,4857,571379,,,,,0,0,0,605,213,0,127,,,
2022-10-15,1968,573347,,,,,0,0,0,605,213,0,127,,,
2022-10-16,339,573686,,,,,0,0,0,605,213,0,127,,,
2022-10-17,674,574360,,,,,0,0,0,605,213,0,127,,,
2022-10-18,1283,575643,,,,,0,0,0,605,213,0,127,,,
2022-10-19,823,576466,,,,,0,0,0,605,213,0,127,,,
2022-10-20,312,576778,,,,,0,0,0,605,213,0,127,,,
2022-10-21,271,577049,,,,,0,0,0,605,213,0,127,,,
2022-10-22,1249,578298,,,,,0,0,0,605,213,0,127,,,
2022-10-23,255,578553,,,,,0,0,0,605,213,0,127,,,
2022-10-24,11194,589747,,,,,0,0,0,605,213,0,127,,,
2022-10-25,254,590001,,,,,0,0,0,605,213,0,127,,,
2022-10-26,617,590618,,,,,0,0,0,605,213,0,127,,,
2022-10-27,405,591023,,,,,0,0,0,605,213,0,127,,,
2022-10-28,347,591370,,,,,0,0,0,605,213,0,127,,,
2022-10-29,57,591427,,,,,0,0,0,605,213,0,127,,,
2022-10-30,197,591624,,,,,1,1,0,606,213,0,127,,,
2022-10-31,1376,593000,,,,,1,1,1,607,214,0,127,,,
2022-11-01,585,593585,,,,,0,0,0,607,214,0,127,,,
2022-11-02,282,593867,,,,,0,0,0,607,214,0,127,,,
2022-11-03,887,594754,,,,,0,0,0,607,214,0,127,,,
2022-11-04,323,595077,,,,,0,0,0,607,214,0,127,,,
2022-11-05,88,595165,,,,,0,0,0,607,214,0,127,,,
2022-11-06,798,595963,,,,,0,0,0,607,214,0,127,,,
2022-11-07,297,596260,,,,,0,0,0,607,214,0,127,,,
2022-11-08,384,596644,,,,,1,1,0,608,214,0,127,,,
2022-11-09,223,596867,,,,,1,1,0,609,214,0,127,,,
2022-11-10,1357,598224,,,,,1,1,0,610,214,0,127,,,
2022-11-11,217,598441,,,,,1,1,0,611,214,0,127,,,
2022-11-12,151,598592,,,,,0,0,0,611,214,0,127,,,
2022-11-13,148,598740,,,,,1,1,1,612,215,0,127,,,
2022-11-14,281,599021,,,,,0,0,0,612,215,0,127,,,
2022-11-15,591,599612,,,,,0,0,0,612,215,0,127,,,
2022-11-16,211,599823,,,,,0,0,0,612,215,0,127,,,
2022-11-17,366,600189,,,,,0,0,0,612,215,0,127,,,
2022-11-18,334,600523,,,,,0,0,0,612,215,0,127,,,
2022-11-19,185,600708,,,,,0,0,0,612,215,0,127,,,
2022-11-20,179,600887,,,,,0,0,0,612,215,0,127,,,
2022-11-21,433,601320,,,,,0,0,0,612,215,0,127,,,
2022-11-22,737,602057,,,,,1,1,0,613,215,0,127,,,
2022-11-23,580,602637,,,,,2,2,0,615,215,0,127,,,
2022-11-24,205,602842,,,,,0,0,0,615,215,0,127,,,
2022-11-25,172,603014,,,,,0,0,0,615,215,0,127,,,
2022-11-26,192,603206,,,,,0,0,0,615,215,0,127,,,
2022-11-27,212,603418,,,,,0,0,0,615,215,0,127,,,
2022-11-28,247,603665,,,,,0,0,0,615,215,0,127,,,
2022-11-29,267,603932,,,,,1,1,0,616,215,0,127,,,
2022-11-30,575,604507,,,,,0,0,0,616,215,0,127,,,
2022-12-01,329,604836,,,,,0,0,0,616,215,0,127,,,
2022-12-02,229,605065,,,,,0,0,0,616,215,0,127,,,
2022-12-03,79,605144,,,,,0,0,0,616,215,0,127,,,
2022-12-04,133,605277,,,,,0,0,0,616,215,0,127,,,
2022-12-05,265,605542,,,,,0,0,0,616,215,0,127,,,
2022-12-06,239,605781,,,,,0,0,0,616,215,0,127,,,
2022-12-07,242,606023,,,,,2,2,2,618,217,0,127,,,
2022-12-08,490,606513,,,,,1,1,0,619,217,0,127,,,
2022-12-09,511,607024,,,,,2,2,0,621,217,0,127,,,
2022-12-10,228,607252,,,,,0,0,0,621,217,0,127,,,
2022-12-11,239,607491,,,,,0,0,0,621,217,0,127,,,
2022-12-12,4033,611524,,,,,0,0,0,621,217,0,127,,,
2022-12-13,411,611935,,,,,1,1,0,622,217,0,127,,,
2022-12-14,6110,618045,,,,,1,1,1,623,218,0,127,,,
2022-12-15,607,618652,,,,,2,1,0,625,218,0,127,,,
2022-12-16,224,618876,,,,,3,1,0,628,218,0,127,,,
2022-12-17,88,618964,,,,,0,0,0,628,218,0,127,,,
2022-12-18,181,619145,,,,,0,0,0,628,218,0,127,,,
2022-12-19,255,619400,,,,,3,1,1,631,219,0,127,,,
2022-12-20,784,620184,,,,,1,1,0,632,219,0,127,,,
2022-12-21,232,620416,,,,,0,0,0,632,219,0,127,,,
2022-12-22,164,620580,,,,,0,0,0,632,219,0,127,,,
2022-12-23,16198,636778,,,,,0,0,0,632,219,0,127,,,
2022-12-24,43,636821,,,,,0,0,0,632,219,0,127,,,
2022-12-25,130,636951,,,,,0,0,0,632,219,0,127,,,
2022-12-26,1890,638841,,,,,0,0,0,632,219,0,127,,,
2022-12-27,5963,644804,,,,,1,1,1,633,220,0,127,,,
2022-12-28,7155,651959,,,,,0,0,0,633,220,0,127,,,
2022-12-29,191,652150,,,,,0,0,0,633,220,0,127,,,
2022-12-30,1426,653576,,,,,2,2,1,635,221,0,127,,,
2022-12-31,30,653606,,,,,0,0,0,635,221,0,127,,,
2023-01-01,137,653743,,,,,2,1,0,637,221,0,127,,,
2023-01-02,1424,655167,,,,,0,0,0,637,221,0,127,,,
2023-01-03,120,655287,,,,,2,2,0,639,221,0,127,,,
2023-01-04,4077,659364,,,,,0,0,0,639,221,0,127,,,
2023-01-05,786,660150,,,,,0,0,0,639,221,0,127,,,
2023-01-06,1621,661771,,,,,1,1,0,640,221,0,127,,,
2023-01-07,656,662427,,,,,0,0,0,640,221,0,127,,,
2023-01-08,557,662984,,,,,0,0,0,640,221,0,127,,,
2023-01-09,4950,667934,,,,,0,0,0,640,221,0,127,,,
2023-01-10,3754,671688,,,,,1,1,1,641,222,0,127,,,
2023-01-11,2235,673923,,,,,0,0,0,641,222,0,127,,,
2023-01-12,219,674142,,,,,0,0,0,641,222,0,127,,,
2023-01-13,1845,675987,,,,,0,0,0,641,222,0,127,,,
2023-01-14,2968,678955,,,,,0,0,0,641,222,0,127,,,
2023-01-15,137,679092,,,,,1,1,0,642,222,0,127,,,
2023-01-16,197,679289,,,,,0,0,0,642,222,0,127,,,
2023-01-17,929,680218,,,,,0,0,0,642,222,0,127,,,
2023-01-18,5891,686109,,,,,0,0,0,642,222,0,127,,,
2023-01-19,2255,688364,,,,,0,0,0,642,222,0,127,,,
2023-01-20,3811,692175,,,,,0,0,0,642,222,0,127,,,
2023-01-21,157,692332,,,,,0,0,0,642,222,0,127,,,
2023-01-22,211,692543,,,,,0,0,0,642,222,0,127,,,
2023-01-23,276,692819,,,,,0,0,0,642,222,0,127,,,
2023-01-24,380,693199,,,,,0,0,0,642,222,0,127,,,
2023-01-25,242,693441,,,,,0,0,0,642,222,0,127,,,
2023-01-26,223,693664,,,,,0,0,0,642,222,0,127,,,
2023-01-27,226,693890,,,,,0,0,0,642,222,0,127,,,
2023-01-28,54,693944,,,,,0,0,0,642,222,0,127,,,
2023-01-29,73,694017,,,,,0,0,0,642,222,0,127,,,
2023-01-30,256,694273,,,,,0,0,0,642,222,0,127,,,
2023-01-31,208,694481,,,,,0,0,0,642,222,0,127,,,
2023-02-01,292,694773,,,,,0,0,0,642,222,0,127,,,
2023-02-02,286,695059,,,,,2,2,1,644,223,0,127,,,
2023-02-03,416,695475,,,,,1,1,0,645,223,0,127,,,
2023-02-04,310,695785,,,,,0,0,0,645,223,0,127,,,
2023-02-05,445,696230,,,,,0,0,0,645,223,0,127,,,
2023-02-06,217,696447,,,,,1,1,1,646,224,0,127,,,
2023-02-07,7517,703964,,,,,0,0,0,646,224,0,127,,,
2023-02-08,348,704312,,,,,0,0,0,646,224,0,127,,,
2023-02-09,245,704557,,,,,0,0,0,646,224,0,127,,,
2023-02-10,244,704801,,,,,0,0,0,646,224,0,127,,,
2023-02-11,175,704976,,,,,0,0,0,646,224,0,127,,,
2023-02-12,132,705108,,,,,0,0,0,646,224,0,127,,,
2023-02-13,291,705399,,,,,0,0,0,646,224,0,127,,,
2023-02-14,502,705901,,,,,0,0,0,646,224,0,127,,,
2023-02-15,480,706381,,,,,0,0,0,646,224,0,127,,,
2023-02-16,425,706806,,,,,0,0,0,646,224,0,127,,,
2023-02-17,282,707088,,,,,0,0,0,646,224,0,127,,,
2023-02-18,127,707215,,,,,0,0,0,646,224,0,127,,,
2023-02-19,176,707391,,,,,0,0,0,646,224,0,127,,,
2023-02-20,763,708154,,,,,0,0,0,646,224,0,127,,,
2023-02-21,632,708786,,,,,0,0,0,646,224,0,127,,,
2023-02-22,350,709136,,,,,0,0,0,646,224,0,127,,,
2023-02-23,382,709518,,,,,0,0,0,646,224,0,127,,,
2023-02-24,8479,717997,,,,,0,0,0,646,224,0,127,,,
